label,article
<IR>,"I know nothing about Tank Johnson except that he has a criminal record as long as your leg, but I’ll bet he’s really just misunderstood"
<IR>,We have no evidence that the Illuminati ever existed. They must have been so clever they destroyed all the evidence
<IR>,"Ricky is watching television when he sees a commercial for foot cream. The commercial announcer says, ""This is the best foot cream on the market because no other foot cream makers have been able to prove otherwise!"" What fallacy has the announcer committed?"
<IR>,"We don't know for sure that phones lower students' success levels, so there's no need to ban them."
<IR>,This fallacy isn’t proof of anything except that you don’t know something.
<IR>,"“No one has ever been able to prove definitively that extra-terrestrials exist, so they must not be real.”"
<IR>,"Since the class is not asking any further questions, then that means that they are all ready for the test."
<IR>,"Your friend says, ""You can't prove that space aliens don't exist, so they must be real."" This is an example of which logical fallacy?"
<IR>,"""Your Honor, the defendant has been able to provide no strong evidence to prove his innocence; therefore, you must find him guilty."""
<IR>,"Bill: ""I think that some people have psychic powers."" 
Jill: ""What is your proof?"" 
Bill: ""No one has been able to prove that people do not have psychic powers."""
<IR>,"Although we have proven that the moon is not made of short ribs, we have not proven that its core cannot be filled with them; therefore, the moon’s core is filled with short ribs."
<IR>,The Tooth Fairy is real because nobody has proven she doesn't exist.' This is an example of which fallacy?
<IR>,We believe on what we believe in.
<IR>,"ghosts must exist, because nobody has been able to prove that they don't is an example of"
<IR>,"""Trump won't release his tax returns and prove he's clean, therefore he must have something to hide."""
<IR>,"Saying that the burden of proof lies not with the person making the claim, but with someone else to disprove."
<IR>,"""If you believe that I am wrong, prove to me that I am."""
<IR>,I've never been hit by lightening when standing under a tree so we'll be perfectly safe to shelter by this oak now.
<IR>,"Although we have proven that the moon is not made of spare ribs, we have not proven that its core cannot be filled with them; therefore, the moon’s core is filled with spare ribs.

X is true because you cannot prove that X is false.
X is false because you cannot prove that X is true."
<IR>,"""You can't prove that mermaids actually don't exist and therefore it's reasonable to say that they do"" IS an example of this fallacy."
<IR>,"""The university committee for student discipline investigated all engineering tests for the past five years, and they found no evidence of cheating. We thus declare that no cheating has taken place during those five years."""
<IR>,4 percent of Americans believe that lizard people control politics.
<IR>,"Bertrand declares that a teapot is, at this very moment, in orbit around the Sun between the Earth and Mars, and that because no one can prove him wrong, his claim is therefore a valid one."
<IR>,"In the 6 years that I have been practicing my new and improved brand of cognitive-humanistic-dynamic-behavioral-deconstructive-metaregressive-deontological psychotherapy (now with biofeedback!), which I developed, there has not been one published study showing that it fails to work or that it has ever harmed a patient. It is clearly one of the safest and most effective interventions ever devised."
<IR>,"You can’t prove your candidate will win, so I assume he won’t"
<IR>,"In the four years that I have been marketing my new and improved brand of past-life regressive biocognitive astral-projective hyperaffective-hypnotic-teleological-metatherapy (buy ten sessions and the next one is free!), not one person has proved it is worthless or that I am unethical for providing a therapy I just made up one day when I realized that no one was referring clients to me anymore. That makes clear what a worthwhile therapy this is and how exceptionally ethical I am to provide it."
<IR>,"Jack: I have tiny, invisible unicorns living in my anus.

Nick: How do you figure?

Jack: Can you prove that I don't?

Nick: No.

Jack: Then I do."
<IR>,"Audrey: I am a human being. I am not a cyborg from the future here to destroy humanity.

Fred: Prove that you are human! Cyborgs don't pass out when they lose a lot of blood. Here's a knife.

Audrey: Get to bed, Freddie. And no more SYFY channel before bed!"
<IR>,"Although we have proven that the moon is not made of spare ribs, we have not proven that its core cannot be filled with them; therefore, the moon’s core is filled with spare ribs."
<IR>,"To this very day (at the time of this writing), science has been unable to create life from non-life; therefore, life must be a result of divine intervention."
<IR>,"Jack: I have tiny, invisible unicorns living in my anus.
Nick: How do you figure?
Jack: Can you prove that I don't?
Nick: No.
Jack: Then I do.
"
<IR>,"Audrey: I am a human being. I am not a cyborg from the future here to destroy humanity.
Fred: Prove that you are human! Cyborgs don't pass out when they lose a lot of blood. Here's a knife.
Audrey: Get to bed, Freddie. And no more SYFY channel before bed!
"
<IR>,"Barbara believes the marketing agency's office is haunted. The cleaning crew once said they heard a other-worldly noise late at night. Since no one could prove that it wasn't a ghost, the office must be haunted."
<IR>,"SuperCyberDate.con determined that Sally and Billy are a great match because they both like pizza, movies, junk food, Janet Jackson, and vote republican. What SuperCyberDate.con did not take into consideration were the 245 other likes and dislikes that were very different for both Sally and Billy—such as the fact that Billy is gay"
<IR>,"The makers of Sugarette Candy Drinks point to research showing that of the five countries where Sugarette drinks sell the most units, three of them are in the top ten healthiest countries on Earth, therefore Sugarette drinks are healthy."
<IR>,"The “prophet” Nostradamus wrote about 500 years ago:

Beasts wild with hunger will cross the rivers,
The greater part of the battle will be against Hister.
He will cause great men to be dragged in a cage of iron,
When the son of Germany obeys no law.

Surely he must have had some vision of Hitler!"
<IR>,"SuperCyberDate.con determined that Sally and Billy are a great match because they both like pizza, movies, junk food, Janet Jackson, and vote republican."
<IR>,What is The Texas Sharpshooter?
<IR>,"Fish are the easiest pets to keep; they are inexpensive and require no maintenance at all. Plus, they are really pretty and soothing to watch."
<IR>,"4 out of 5 dentists recommend this toothpaste! (only 5 were asked. Out of 1000 asked, only 20% recommend it)"
<IR>,the best money can buy…  (Don’t mention it’s expensive and often needs repair.)
<IR>,A woman decides to visit a certain doctor after only asking advice on the best doctors from ONE friend.
<IR>,"Only asking 5 people their opinion about Christian Heritage and saying their opinions are the ""majority"" of people."
<IR>,If you buy the Disney annual pass you will save money when visiting the happiest place on Earth!
<IR>,A recent study found that there are plenty of scientists who disagree with the consensus position on this phenomenon.
<IR>,The Windmill debate- Snowball promises that the Windmill will mean less work and better living conditions. Napoleon says that it's just unnecessary and will be more work.
<IR>,"My political candidate gives 10% of his income to the needy, goes to church every Sunday, and volunteers one day a week at a homeless shelter. Therefore, he is honest and morally straight.
Explanation: What information was left out of the example is that this same candidate gives 10% of his income to needy prostitutes in exchange for services, goes to the bar every Sunday after church (and sometimes before), and only works at the homeless shelter to get clients for his drug dealing business."
<IR>,"""Good source of Vitamin D""...*doesn't mention the terrible amounts of sugar."
<IR>,Kerry’s plan will raise taxes by at least $900 billion his first hundred days.
<IR>,"President Clinton being a moral man, being married and loving his daughter; talking about the Bible; going to church"
<IR>,"Employer: It says here on your resume that you are a hard worker, you pay attention to detail, and you don’t mind working long hours.
Andy: Yes sir.
Employer: I spoke to your previous employer.  He says that you constantly change things that should not be changed, you could care less about other people’s privacy, and you had the lowest score in customer relations.
Andy: Yes, that is all true, as well.
Employer: Great then.  Welcome to our social media team!
"
<IR>,"My political candidate gives 10% of his income to the needy, goes to church every Sunday, and volunteers one day a week at a homeless shelter.  Therefore, he is honest and morally straight."
<IR>,"If someone said, ""all kids love Cinnamon Toast Crunch, but you don't love it so you must not be a real kid,"" what logical fallacy are they using?"
<IR>,A real video game would include set goals!
<IR>,"""I'm French and I don't like cheese.""
""All French like cheese.""
""I don't.""
""Then you must not really be French."""
<IR>,"""Real Cubans understand presumption of guilt."""
<IR>,"""You're not Kenyan enough to be a good leader in Kenya."""
<IR>,"Earl: Men don't cry
Jaquon: I cry all the time; it's healthy
Earl: Well, REAL men don't cry.
Jaquon: Earl, you should invest in some therapy.
Earl: Los hombres no lloran
Jaquon: lloro todo el tiempo; Es saludable
Earl: Bueno, los hombres REALES no lloran.
Jaquon: Earl, deberías invertir en terapia."
<IR>,"Jojo: All New Yorkers are tough
Charli: I get shoved in a locker every day and cry when I see bunnies
Jojo: Well, REAL New Yorkers are tough
Charli: What does toughness have to do with Geography?
Jojo: Todos los neoyorquinos son duros
Charli: Me empujan en un casillero todos los días y lloro cuando veo conejitos.
Jojo: Bueno, los verdaderos neoyorquinos son duros.
Charli: ¿Qué tiene que ver la dureza con la geografía?"
<IR>,"The statement ""you are not really an American if you are vegetarian"" is an example of which fallacy?"
<IR>,"Andy states that a Scotsman would never put sugar on his porridge. Dougal replies that he is a Scotsman and he does put sugar on his porridge. Andy counters that no true Scotsman puts sugar on his porridge.

Andy thus changes the terms of the argument, implying that Dougal is not a ""true"" Scotsman in order to support his own position."
<IR>,"Angus declares that Scotsmen do not put sugar on their porridge, to which Lachlan points out that he is a Scotsman and puts sugar on his porridge. Furious, like a true Scot, Angus yells that no true Scotsman sugars his porridge."
<IR>," In 2011, Christian broadcaster, Harold Camping, (once again) predicted the end of the world via Jesus, and managed to get many Christians to join his alarmist campaign.  During this time, and especially after the Armageddon date had passed,  many Christian groups publicly declared that Camping is not a “true Christian”.  On a personal note, I think Camping was and is as much of a Christian as any other self-proclaimed Christian and religious/political/ethical beliefs aside, I give him credit for having the cojones to make a falsifiable claim about his religious beliefs.Example #2:
"
<IR>,"John: Members of the UbaTuba White Men's Club are upstanding citizens of the community.
Marvin: Then why are there so many of these members in jail?
John: They were never true UbaTuba White Men's Club members.
Marvin: What’s a true UbaTuba White Men's Club member?
John: Those who don't go to jail.
"
<IR>,"Issue A has been raised, and adequately answered.
Issue B is then raised, and adequately answered.
.....
Issue Z is then raised, and adequately answered.
(despite all issues adequately answered, the opponent refuses to conceded or accept the argument."
<IR>,"Ken: There has to be an objective morality because otherwise terms like “right” and “wrong” would be meaningless since they have no foundation for comparison. 
Rob: The terms “right” and “wrong” are based on cultural norms, which do have a subjective foundation -- one that changes as the moral sphere of the culture changes.  The term “heavy” does not have an objective standard, yet we have no problem using that term in a meaningful way.  In fact, very few relational terms have any kind of objective foundation.
Ken: But without an objective morality, we would all be lost morally as a race.
Rob: Many would say that we are.
Ken: But how can you say that torturing children for fun is morally acceptable in any situation?
Rob: Personally, I wouldn’t, but you are implying that anything that is not objective must necessarily be seen in all possible ways. A feather may not be seen as “heavy” to anyone, but that doesn’t mean its “lightness” is still not relative to other objects.
Ken: But God is the standard of objective morality.  Prove that wrong!
Rob: That I cannot do.
"
<IR>," Perhaps the most classic example of this fallacy is the argument for the existence of God.  Due to the understanding of nature through science, many of the arguments that used to be used for God (or gods) were abandoned, only to be replaced with new ones, usually involving questions to which science has not definitively answered yet.  The move from creationism to intelligent design is a prime example.  Currently the origin of life is a popular argument for God (although a classic argument from ignorance), and an area where we very well may have a scientific answer in the next decade, at which time, the “origin of life” argument will fade away and be replaced by another, thus moving the figurative goalposts farther back as our understanding of the natural world increases.Exception: This fallacy should not be confused with an argument or set of arguments, with multiple propositions inherent in the argument.  The reason for the difference between this kind of argument and the moving the goalposts fallacy, is a subtle one, but indicated by a strong initial claim (“has to be”, “must”, “required for”, etc.) that gets answered and/or what appears to be ad hoc objections that follow eventually leading to an impossible request for proof.
Fun Fact: The name “moving the goalposts” comes from the analogy of kicking a perfect field goal in American football, only to have the goalposts be moved on you. This would be very unfair.
References:
This a logical fallacy frequently used on the Internet. No academic sources could be found.
Questions about this fallacy? Ask our community!
"
<IR>,"Don't be out-dated and un-fashionable! Buy the new, modern double-lined heavy duty jeans - the old ripped jeans of the past are out!"
<IR>,What’s the point of making drinking illegal under the age of 21?  Kids still manage to get alcohol.
<IR>,What’s the point of living?  We’re all going to die anyway.
<IR>,You moved the goalposts or made up an exception when your claim was shown to be false.
<IR>,"Your honor, while my son may have made a bad decision that night while under the influence of alcohol, it shouldn't affect the rest of his life. It was just one mistake. He's on the varsity swim team."
<IR>,"While I think most people shouldn't be allowed to falsely claim they need a support animal on airplanes, I really do need my dog to calm me down. It's not my fault my doctor won't give me authorization."
<IR>,"Edward Johns claimed to be psychic, but when his 'abilities' were tested under proper scientific conditions, they magically disappeared. Edward explained this saying that one had to have faith in his abilities for them to work."
<IR>,"Yes, I do think that all drunk drivers should go to prison, but your honor, he is my son! He is a good boy who just made a mistake!"
<IR>,"Superstition is a belief or practice resulting from ignorance, fear of the unknown, trust in magic or chance, or a false conception of causation -- unless it is astrology."
<IR>,"Yes, I do think that all drunk drivers should go to prison, but your honor, he is my son!  He is a good boy who just made a mistake!"
<IR>,Using a double standard or arguing for an unjustified exception.
<IR>,Moving the goalposts or making up exceptions when a claim is shown to be false.
<IR>,Have you stopped cheating on tests?  To answer yes means you cheated before. To answer no means you continue to cheat.
<IR>,"If your neighbor robs a bank, should you go to jail? is an example of....."
<IR>,"Fred, do you still cheat on your girlfriend?"
<IR>,Have you stopped cheating on your tests?
<IR>,"""If you hadn't vandalized that car, don't you think things would have gone better for you?"""
<IR>,How many school shootings should we tolerate before we change the gun laws?
<IR>,"""How am I to get in?"" asked Alice again, in a louder tone.
""Are you to get in at all?"" said the Footman, ""That's the first question, you know."""
<IR>,"Why should merely cracking down on terrorism help to stop it, when that method hasn't worked in any other country?"
<IR>,Do you think that we should convict this criminal?
<IR>,Have you accepted the fact that most environmental studies don’t support global warming?
<IR>,"""You didn't do your homework, did you?"" is an example of..."
<IR>,"Grace and Helen were both romantically interested in Brad. One day, with Brad sitting within earshot, Grace asked in an inquisitive tone whether Helen was still having problems with her drug habit."
<IR>,Have you stopped beating your wife?
<IR>,Let's talk about Glaucon. Where did you get the poison you used on him?
<IR>,What drugs were you on?
<IR>,Did the pollution you caused increase or decrease your profits?
<IR>,Did your misleading claims result in you getting promoted?
<IR>,Is your stupidity inborn?
<IR>,Did John ever give up his bad habits?
<IR>,Are you still a heavy drinker?
<IR>,What did you use to wipe your fingerprints from the gun?
<IR>,Have you stopped cheating on exams?
<IR>,Where did you hide the marijuana you were smoking?
<IR>,Has your clinic stopped those unethical practices yet?
<IR>,Why must you always take such a stupid and uninformed approach to ethics?
<IR>,Do you support freedom and the right to bear arms ?
<IR>,How many times per day do you beat your wife?
<IR>,"It's common sense that if you smack your children, they will stop the bad behavior. So don't tell me not to hit my kids."
<IR>,"Don: If you drink alcohol, it will kill any virus you might have.
Tony: What evidence do you have to support that? 
Don: I don’t need evidence. It is common sense.
"
<IR>,"FlatSam: Common sense tells us that if the earth were a sphere, people on the bottom would fall off.
ReasonEric: I don’t think you get to reference something you clearly don’t have.
"
<IR>,I am only slightly obese.  That is perfectly normal here in America.
<IR>,"David: Can you believe that the president said, ""fat people are losers""?
Sam: Where did you hear this?
David: I read it in a headline on BrightBert News.
Sam: He actually said, ""People who say, 'fat people are losers' are not only cruel, but they are also wrong as well as being irrational.""
"
<IR>,"Trisha: In an interview, your candidate admitted that he was a thief!
Derek: He actually said that when he was three years old, he stole a lollipop from a store, and felt so guilty, that he never stole anything again.
"
<IR>,"""Good morning! Have you gotten over the grouchy mood you were in?"""
<IR>,"Saying that because one finds something difficult to understand, therefore it's not true"
<IR>,"Because you found something difficult to understand, or are unaware of how it works, you made out like it is probably not true."
<IR>,"While in math class, the student next to you says “math makes no sense, it can’t be real so I must not need this.” What fallacy did this student commit?"
<IR>,Politician: Taxes are too hard to understand. The government must be tricking us and taking our money. We need to simplify our taxes!
<IR>,"Kirk drew a picture of a fish and a human and with effusive disdain asked Richard if he really thought we were stupid enough to believe that a fish somehow turned into a human through just, like, random things happening over time."
<IR>,"Marty: Doc, I'm from the future. I came here in a time machine that you invented. Now, I need your help to get back to the year 1985.
Doc: I've had enough practical jokes for one evening. Good night, future boy!
"
<IR>,"NASA: Yes, we really did successfully land men on the moon.
TinFoilHatGuy1969: Yeah, right. And Elvis is really dead.
"
<G>,"You smoke pot? If you keep doing that, you’ll be a heroin addict within two years."
<G>,"If we legalize pot, the next thing you know people will want to legalize meth and heroin."
<G>,"""The government should not prohibit drugs. Otherwise the government should also ban alcohol or cigarettes. And then fatty food and junk food would have to be regulated too. The next thing you know, the government would force us to brush our teeth and do exercises everyday."""
<G>,"""A person apparently hopelessly ill may be allowed to take his own life. Then he may be permitted to deputize others to do it for him should he no longer be able to act. The judgment of others then becomes the ruling factor. Already at this point euthanasia is not personal and voluntary, for others are acting on behalf of the patient as they see fit. This may well incline them to act on behalf of other patients who have not authorized them to exercise their judgment. It is only a short step, then, from voluntary euthanasia (self-inflicted or authorized), to directed euthanasia administered to a patient who has given no authorization, to involuntary euthanasia conducted as a part of a social policy."""
<G>,"""I think that the use of marijuana as a medical treatment shouldn't even be considered. If we make drugs legal in a few cases, then we might eventually have to completely legalize them - which is even crazier than Proposition 215. If we want to help people out by letting them do illegal things, then let's just get rid of all our laws."""
<G>,"""There is ... a radical element, a homosexual agenda that wants to redefine what marriage is. They want to say that a marriage not only is one man and one woman but it is two men or it is two women. What logical reason is there to keep us from stopping expansion of that definition to include three people or an adult and a child, or any other odd combination that we want to have?  ... and it does not even have to be limited to human beings by the way. I mean it could be anything. ... There is no reason why we cannot just completely erase whatever boundaries that currently exist on the definition of marriage and say it is a free-for-all, anything goes."""
<G>,"“Animal experimentation reduces our respect for life. If we don’t respect life, we are likely to be more and more tolerant of violent acts like war and murder. Soon our society will become a battlefield in which everyone constantly fears for their lives. It will be the end of civilization. To prevent this terrible consequence, we should make animal experimentation illegal right now.”"
<G>,"My roommate said her philosophy class was difficult, and the one I’m in is difficult, too. All philosophy classes must be hard."
<G>,"My grandmother smoked for 80 years and died at 100. Obviously, smoking isn’t harmful."
<G>,"I know five people from Kentucky. They are all racists. Therefore, Kentuckians are racist."
<G>,My neighbor’s child was kidnapped while playing alone in her yard. My city must be a dangerous place for children.
<G>,"I know four poor families. They are lazy drug addicts. Therefore, all poor people are lazy drug addicts."
<WCB>,"The administration of echinocandins in this patient has been a very successful choice. Fever has subsided, along with the rest of the septic manifestations, in less than 48 hours. The chronological correlation suffices for me. I am convinced it was a fungal infection."
<WCB>,"Every time we sacrifice virgins, it rains. Therefore, sacrificing virgins causes it to rain."
<WCB>,"Violence among teens has risen the last five years. Video game playing among teens has also risen the last five years. Therefore, playing video games causes teens to be violent."
<WCB>,"Every time I wear this necklace, I pass my exams. Therefore, wearing this necklace causes me to pass my exams."
<WCB>,"Every person who has ever drunk water has died. Therefore, drinking water causes death."
<WCB>,"Utah passed a strict gun-control law, and crime there decreased. Therefore, gun-control laws decrease crime."
<WCB>,"""In its origins [AIDS] was entirely a disease of sodomites... That the first case was diagnosed a little over a decade after the so-called ""Gay Rights"" and ""Gay Pride"" movement gained momentum and force can hardly be coincidental."" - Harry Jaffa, Professor Emeritus of Political Philosophy at Claremont McKenna College"
<WCB>,"“President Jones raised taxes, and then the rate of violent crime went up. Jones is responsible for the rise in crime.”"
<WCB>,"I go to my front porch every morning and yell, “May no tigers enter this house!” and for 20 years, not a single tiger has entered my house. My tiger prevention strategy clearly works."
<WCB>,It’s cold on a summer day. Global warming is a hoax.
<WCB>,I’ve never had the flu because I take my vitamins everyday.
<RR>,"I view any discussion concerning the limiting of therapy as morally wrong, that is why I do not accept it."
<RR>,"Speaker 1: You should trust the Bible because it’s the Word of God.
Speaker 2: How do you know it’s the Word of God?
Speaker 1: Because God tells us it is.
Speaker 2: Where does God tell us this?
Speaker 1: Right here, in the Bible."
<RR>,"Speaker 1: Jesus was not really crucified.
Speaker 2: How do I know that’s true?
Speaker 1: Because the Quran says so.
Speaker 2: How do I know the Quran is correct?
Speaker 1: Because the Quran is the Word of God, and everything it says is true.
Speaker 2: How do I know that’s true?
Speaker 1: Because God tells us so, here in the Koran."
<FU>,“Gay marriages are just immoral. 70% of Americans think so!”
<FU>,"Most people think the world is flat, therefore it is flat."
<FU>,"Throughout history, most philosophers thought men were more rational than women, therefore this is true."
<FU>,"Most people believe in ghosts, so ghosts are real."
<FU>,"Slavery is accepted by just about everyone in our society, so it’s ethical to keep slaves."
<IR>,"A: The Government should enact minimum-wage legislation so that workers are not exploited.
B: Nonsense. You say that only because you cannot find a good job."
<IR>,"""That's what abortion is - killing innocent humans for money. Abortionists are government licensed hit men."""
<IR>,"""University of Virginia professor [Charlotte] Patterson, considered a leading researcher in the field, says she has reviewed 22 studies involving offspring of gays ranging from toddlers to adults. She found none convincing [sic] that the children had suffered or were more than normally inclined to be gay. [...] Conservatives discredit Patterson by pointing out that she is an acknowledged lesbian, with a presumed ideological interest in the subject she studies."""
<IR>,"""Who is Sam Brownbeck, and why is he saying all those terrible things about rock lyrics? On Nov. 6, Brownbeck, an ambitious Kansas Republican ... convened a hearing billed as ""An Example of Violent Music Lyrics on Youth Behavior and Well Being ..."" Brownbeck's subcommittee, which supervises schools and streets in D.C., has much more important work to do, but the senator, who will run again in 1998, is clearly searching for an issue to give him national prominence."""
<IR>,"Jack: You should stop smoking - it's bad for you.
Jill: Look who's talking! You smoke three packs a day!"
<IR>,"Representative Gutierrez of Illinois, arguing in Congress on July 11, 1996, replying to Republicans arguing in favor of the ""Defense of Marriage Act"", a bill stipulating that 'marriage' be defined as being between a man and a woman only, excluding homosexual marriages: ""I now realize that my friends on the other side of the aisle aren't the least bit serious when they talk about how important it is for the federal government not to interfere in the lives of our people. I understand that they are just kidding - just teasing us - when they stress the importance of taking power out of Washington and giving it to local officials. And now I know that their biggest joke of all is that old line about family values - all that talk about encouraging people to care about and be committed to each other."""
<IR>,"“Andrea Dworkin has written several books arguing that pornography harms women. But Dworkin is just ugly and bitter, so why should we listen to her?”"
<IR>,"Our colleague, Doctor Χ, is too young and inexperienced; we could do without his advice."
<IR>,"Speaker 1: I think the idea of a moral law requires the existence of a lawgiver (i.e. God).
Speaker 2: Of course you would say that. You’re a Christian. Why should we listen to you?"
<IR>,"Speaker 1: I think marijuana should be legalized. It would be better for the country if we didn’t have this drug war.
Speaker 2: Of course you think that. You’re a pothead."
<IR>,"Speaker 1: No fault divorce has proven to be detrimental to society and the family.
Speaker 2: You didn’t seem to think that when you got divorced."
<IR>,"Speaker 1: We should have single payer, government funded health care. That would be the best solution to the health care crisis in our country.
Speaker 2: You voted for Bernie Sanders. You’re probably a communist."
<IR>,"Primitive people believed in gods to explain natural phenomena. We have science, and are not primitive anymore. Therefore, there is no God."
<IR>,"Speaker 1: Dr. Singh says meat eating is bad for the environment.
Speaker 2: He’s a Sikh. They don’t eat meat. Of course he would say that. He can’t be telling the truth."
<IR>,"Speaker 1: No fault divorce is really harmful to the family and the larger society.
Speaker 2: Well, you must not really think that since you’re divorced yourself."
<IR>,"Parent: I really don’t want you to smoke pot. It’s still illegal, and could get you into trouble.
Child: Didn’t you smoke pot when you were my age? You must not think it’s a big deal."
<IR>,"Speaker 1 (Democrat): “Donald Trump is a known adulterer. It reflects badly on his character, and suggests he might not be trustworthy.”
Speaker 2 (Republican): “What about Bill Clinton? You didn’t seem to care when he cheated.”"
<IR>,"""Then we had a death. A 32-year-old woman hemorrhaged to death as a result of a cervical laceration. I finally realized, we weren't helping women - we were destroying them."""
<IR>,"""If you have never been born again, eternal separation from God in the Lake of Fire awaits you. If you are born again, then being with the Lord in heaven forever is your destiny. Which do you choose?"""
<IR>,"“I know the exam is graded based on performance, but you should give me an A. My cat has been sick, my car broke down, and I’ve had a cold, so it was really hard for me to study!”"
<IR>,"“It’s wrong to tax corporations—think of all the money they give to charity, and think of the costs they already pay to run their businesses!”"
<IR>,You should give me a promotion. I have a lot of debt and am behind on my rent.
<IR>,You can’t give me a C. I’ll lose my scholarship.
<IR>,I can’t take home a B in this course. My parents will be angry with me.
<IR>,"If you don’t give me a passing grade, I won’t get accepted to medical school. That will break my grandmother’s heart."
<IR>,"You should marry me. I know we’re not compatible, but I only have a year to live, and you’re my last chance."
<IR>,"If you choose not to administer triple antibiotic coverage for this patient with severe and extensive burns, you will be held responsible for any infectious complications that might eventually arise."
<FE>,"""Every person is either my enemy or my friend. If are my enemy I should hate them. If they are my friend I should love them So I should either love them or hate them."""
<FE>,"“Caldwell Hall is in bad shape. Either we tear it down and put up a new building, or we continue to risk students’ safety. Obviously we shouldn’t risk anyone’s safety, so we must tear the building down.”"
<FE>,"If you aren’t a capitalist, you must be a communist."
<FE>,"Speaker 1: I’m against the war.
Speaker 2: You must hate our troops."
<FE>,You can either support our police or Black Lives Matter.
<DEP>,"Speaker 1: Did you torture the prisoner?
Speaker 2: No, we just held him under water for a while, and then did a mock hanging."
<DEP>,"According to the Supreme Court, we have a right to abortion. Therefore, it is right to have an abortion."
<DEP>,"Speaker 1: We are using thousands of people, who are going door to door to help us spread the word about social injustice and the need for change.
Speaker: Well then, I can’t be a part of this because I was always been taught that it’s wrong to use people."
<IR>,"“Grading this exam on a curve would be the most fair thing to do. After all, classes go more smoothly when the students and the professor are getting along well.”"
<IR>,"Child: This fish tastes funny. I don’t want to eat this.
Parent: There are children starving in Africa. Eat your dinner."
<IR>,"Speaker 1: I think it’s terrible that a game hunter killed Cecil the lion.
Speaker 2: What about all the babies that are killed every day by abortion?"
<IR>,"Speaker 1: I really think we need to do something about the rising levels of poverty and homelessness in our country.
Speaker 2: Why are you worried about poverty? Look how many children we abort every day."
<IR>,"“We should abolish the death penalty. Many respected people, such as actor Guy Handsome, have publicly stated their opposition to it.”"
<IR>,"Professor X holds that the use of non-invasive ventilation has no place in the management of ARDS; this, therefore, is the approach we should adopt."
<IR>,"My philosophy professor believes in ghosts and goes to séances. She’s an intelligent, educated, person, so ghosts must be real, and spiritualism must be true."
<IR>,"My minister says the Covid vaccine will cause genetic mutations. He has a college degree, and is a holy man, so he must be right."
<IR>,"Aristotle thought women were inferior to men. Aristotle is one of the smartest men who ever lived, so he must be right about this."
<IR>,"I have no intention of stopping the use of somatostatin on patients suffering from acute pancreatitis. I consider it to be a very reasonable choice. After all, it has been standard practice in our department for many years and we’ve been quite satisfied with the results we’ve had."
<IR>,"To my knowledge, there are no studies supporting this approach. Therefore, I see no reason to change our routine."
<IR>,"No one has proven God exists, so He doesn’t."
<IR>,"We haven’t proven aliens didn’t create life on earth, so aliens created life on earth."
<IR>,"We haven’t found the ruins of Troy, so the city of Troy didn’t really exist."
<IR>,"We haven’t found King David’s tomb, so King David didn’t really exist."
<IR>,Have you stopped beating your wife?
<IR>,Why did you steal my keys?
<IR>,Are you one of those stupid religious people that reject science?
<G>,"My friend swears the mechanic at that shop overcharged her last week and after looking at her invoice it seems she’s right. So don’t take your business there, as you’ll definitely get ripped off."
<G>,"All Greek food causes illness;  when I traveled through Greece, I got food  poisoning."
<G>,All engineers are introverts who would rather relate to computers than people. 
<G>,All football players are dumb jocks.
<G>,People nowadays only vote with their emotions instead of their brains.
<G>,"Gas prices have been rising steadily these past few years. Thus, the cost of car ownership is higher than it was previously."
<G>,The United States is the wealthiest nation in the world. So every American is wealthy.
<G>,"If you miss practice, it means you were probably goofing off. People who goof off drop out of school and end up penniless."
<G>,"But you have to let me go to the party! If I don't go to the party, I'll be a loser with no friends. Next thing you know, I'll end up alone and jobless, living in your basement when I'm 30!"
<G>,"The anti-terrorist laws that monitor international currency transfers, phone calls, and emails are the first step to turning our fragile democracy into a new Nazi regime."
<G>,"John: We should oppose any attempt to register firearms. Such regulation is the first step to confiscation of all weapons and the elimination of our constitutional right to bear arms.

Ted: This is preposterous. Many things in society are registered, such as cars, babies, boats, and lanes, yet these items have never been confiscated."
<G>,"If we put limits on the right to bear arms, soon all of our Constitutionally-given  rights will be taken away."
<G>,"A father talking to his daughter on dating a boyfriend he doesn’t like says, “If you continue dating this guy who doesn’t take his education seriously, you’ll end up dropping out of school, you then won’t be able to get a job, and you will get married too young.”"
<G>,"Since many of the students at St. Cloud State University get A's, St. Cloud State must  be a top-rated school."
<G>,"IBM is a reputable organization, so all of its employees must be reputable."
<G>,"At a party you overhear a friend tell her spouse, “I had high blood pressure at the doctor’s office today; I really need to reduce the stress in my job.”"
<G>,"Duke University has the best basketball player in the NCAA, therefore they will win the tournament this year."
<G>,Running the government is like running a business. You can’t keep running into debt and expect to be successful.
<G>,"Ten years ago I got a 170 on the LSAT, so I expect to get the same score again."
<G>,"The last Democrat winner of the New Hampshire primary won the general election. This year, the winner of the New Hampshire primary will win the general election."
<G>,"The more things change, the more they remain the same."
<G>,Having a television rating system is like being in prison.  Both infringe on one's rights.
<G>,"A year is 365 days long, so I celebrate my birthday every 365 days."
<WCB>,"Every time that rooster crows, the sun comes up. That rooster must be very powerful and important!"
<WCB>,"I believe in supernatural beings because every time I drive past the cemetery where  my grandmother is buried, a light on my dashboard flashes.  Her spirit causes this because it never happens otherwise."
<WCB>,Jimmy isn't at school today. He must be on a family trip.
