updated_label,source_article
fallacy of relevance,"Latin should not be taught in school since it is not spoken anywhere in the world. All learning should have some use to be of value, and a dead language has no practical use."
fallacy of relevance,"There is no need for additional taxes for education. Every year we throw more money into education, and all they do is hire more management and build more buildings. None of the money actually reaches the classroom or is really used for education."
fallacy of relevance,"Some of you have objected to the new test batteries that were purchased for our program, alleging that they have no demonstrable validity, were not adequately normed for the kind of clients we see, and are unusable for clients who are physically disabled. What you have conveniently failed to mention, however, is that they cost less than a third of the price for the other tests we had been using, are much easier to learn, and can be administered and scored in less than half the time of the tests we used to use."
fallacy of relevance,We admit that the measure is popular. But we also urge you to note that there are so many bond issues on the ballot that the whole thing is getting ridiculous.
fallacy of relevance,"In the space of a couple of days, Alastair Campbell has managed to turn an argument about the way the government presented its case for war in Iraq into an entirely different dispute about the way the BBC covered what was going on in Whitehall at the time."
fallacy of relevance,I'd also like you to consider the possibility that these people intend to attack both Mandela and myself. That doesn't mean I'm excluding the possibility that it really is Mandela these lunatics are after. I just want you to think critically about what you are doing. Pieter van Heerden was murdered. That means there are eyes and ears everywhere. Experience has taught me that red herrings are an important part of intelligence work. Do you follow me?
fallacy of relevance,"""'What about Red Herring, ma'am?''

""'I'm not sure. Is Red Herring a red herring? Or is it the fact that we're meant to think Red Herring is a red herring that is actually the red herring?'

""'Or perhaps the fact you're meant to think Red Herring isn't a red herring is what makes Red Herring a red herring after all.'

""'We're talking serious metaherrings here.'"" "
fallacy of relevance,"Some of you have objected to the ethics of my clinic's buying those new test batteries. You claim that the new tests are unreliable, have no published norms, have never demonstrated validity, cannot be used by clients who are physically disabled, have been condemned as bogus by every major scientific organization, and were developed and sold by my brother-in-law, who unfortunately cannot be with us today due to a misunderstanding with his overly controlling and rigidly judgmental parole officer. What you have apparently failed to appreciate, however, is that these new tests are much easier to learn, can be administered and scored in a fraction of the time required by the old tests, and were so inexpensive compared to the old tests that I'll be able to give you each a bonus at the end of the month."
fallacy of relevance,"Mike: It is morally wrong to cheat on your spouse, why on earth would you have done that?
Ken: But what is morality exactly?
Mike: It’s a code of conduct shared by cultures.
Ken: But who creates this code?...
"
fallacy of relevance,"Billy: How could the universe be 6000 years old when we know the speed of light, the distance of astronomical objects (13+ billion light years away), and the fact that the light has reached us[1]?
Marty: 6000 years is not a firm number.  The universe can be as old as about 10,000 years.
Billy: How do you figure that?...
"
fallacy of relevance,We must eliminate affirmative action. We can’t rely on laws to end racial prejudice.
fallacy of relevance,"Mom, I know you're upset that I went over my cell limit this month. The important issue here, though, is that I got an A on my algebra exam."
fallacy of relevance,"""We must legalize weed, it is tearing families apart."" Response: ""But look at all those druggies getting arrested, they are obviously criminals."""
fallacy of relevance,"I'm tailgating her, because she cut me off!"
fallacy of relevance,Why shouldn't I gossip about Laura Jane? You know she talks about us every chance she gets.
fallacy of relevance,Big deal! Lots of people cheat too.
fallacy of relevance,"Jon: ""Go easy on the scotch; you've had three shots already now."" Jeff: ""Oh sure, I'll put down my scotch when you put down that tequila. Lay off, man."""
fallacy of relevance,"The city should not be singling out our company's problems at our chemical storage facilities, when the EPA records indicate the city's very own landfill has been cited as needing improvements. The council needs to clean up its own mess, before they go after us."
fallacy of relevance,"You tell me it's unpatriotic to cheat on federal income tax reports. Well, you should know. You've never once listed your huge bonuses."
fallacy of relevance,"Jimmy stole Tommy’s lunch in the past.

Therefore, it is acceptable for Tommy to steal Jimmy’s lunch today.

"
fallacy of relevance,"It looks like the waiter forgot to charge us for the expensive bottle of champagne.  Let’s just leave -- after all, if he overcharged us, I doubt he would chase us down to give us our money back that we overpaid."
fallacy of relevance,"Jimmy stole Tommy’s lunch in the past.
Therefore, it is acceptable for Tommy to steal Jimmy’s lunch today."
fallacy of relevance,"Adultery, as well as philandering, is wrong.
Therefore, we have no biological tendency for multiple sex partners."
fallacy of relevance,"Being mean to others is wrong.
Therefore, it cannot possibly be part of our nature."
fallacy of relevance,"""Russia has a terrible human rights record."" ""Well, the United States has done plenty of bad things."" -the President when confronted about Russia's human rights abuses."
fallacy of relevance,Trans fats are as bad as biological weapons.
fallacy of relevance,"""Russia has a terrible human rights record.""
""Well, the United States has done plenty of bad things, but we aren't a bad country, so Russia isn't, either."" -the President when confronted about Russia's human rights abuses."
fallacy of relevance,"When an animal rights activist says, ""Keeping a dog as a pet is every bit as evil as human slavery. Pet owners are the KKK of the 21st century,"" they are committing what logical fallacy?"
fallacy of relevance,"A logical fallacy that compares minor misdeeds with major atrocities, suggesting that both are equally immoral."
fallacy of relevance,"Boy , those sound like pretty terrible, epicly fascist (hint) robots."
fallacy of relevance,Keeping a dog as a pet is every bit as evil as human slavery.
fallacy of relevance,Compares minor problems with much more serious crimes
fallacy of relevance,This dress code is so bad I feel like I'm in prison.
fallacy of relevance,Labor unions in America are just as bad as Russia under Stalin!
fallacy of relevance,"You call the Marcoses murderers and plunderers yet you cannot lend me money for my school project, murdering my chance for a higher grade. You are just like them."
fallacy of relevance,"In class, Ryan turns to Doug and says, ""Smoking cigarettes is nothing short of suicide: the smoker is willingly killing himself. Duh."""
fallacy of relevance,That parking attendant who gave me a ticket is as bad as Hitler.
fallacy of relevance,"""It's important for you to take this psychology course. Sign up today. Don't wait."""
fallacy of relevance,"""I believe deeply that canceling the fashion show is the best decision. I know it is. I am very certain about it."""
fallacy of relevance,"""You can't believe that theory. No one would believe that. It's too unbelievable."""
fallacy of relevance,Saying that a compromise between two extremes is the truth
fallacy of relevance,"I want to sell my house for $400,000. A buyer wants it for $100,000, so I must sell it for $250,000."
fallacy of relevance,Some people say that the coronavirus is dangerous. Others say that it is not dangerous. That must mean that some coronavirus vaccinations are fine while others are not.
fallacy of relevance,Which of the following is true?
fallacy of relevance,It is the center of the spectrum of two extremes of deficiency and excessiveness.
fallacy of relevance,Which case is not a False Dichotomy?
fallacy of relevance,"The majority of students are in favor of changing the colors of the graduation gowns to a single color to not exclude those that are non-binary, but a few people complained it wasn't ""tradition"" , so let's meet in the middle and just allow students to not attend graduation if they don't want to wear the traditional black and gold."
fallacy of relevance,"Holly said that vaccinations caused autism in children, but her scientifically well-read friend Caleb said that this claim had been debunked and proven false. Their friend Alice offered a compromise that vaccinations must cause some autism, just not all autism."
fallacy of relevance,"In our psychology department, half of the faculty believe that a behavioral approach is the only valid approach; the other half believe that the only valid approach is psychodynamic. Obviously the most valid approach must be one that incorporates both behavioral and psychodynamic elements."
fallacy of relevance,"In our psychology department, half of the faculty believe that the new assistant professor shows serious problems in the area of ethics. The other half believe that the new faculty member shows no problems in the area of ethics. Obviously the new professor shows mild to moderate problems in the area of ethics."
fallacy of relevance,"So you are saying your car is worth $20k.  I think it is worth $1, so let’s just compromise and say it is worth $10k. (Assuming the car is worth $20k)"
fallacy of relevance,"Ok, I am willing to grant that there might not be angels and demons really floating around Heaven or hanging out in Hell, but you must grant that there has to be at least one God.  Is that a fair compromise?"
fallacy of relevance,"Trump asked Clinton about her “33,000“ deleted emails, but Clinton responds by correcting him rather than addressing the deleted emails: “Not — well, we turned over 35,000, so…”"
fallacy of relevance,The is zero doubt that she has the condition. She scored high on two separate diagnostic tests for it and both tests have shown extremely high validity. That proves she has it.
fallacy of relevance,"I don't see how you can believe he is not guilty of that crime. He's a terrible person and I can prove it. In fact, several years ago he was convicted of that same kind of crime."
fallacy of relevance,"John: Can you please help me push my car to the side of the road until the tow truck comes?
Paul: Why push it to the side of the road?  Why not just leave it?
John: It is slowing down traffic unnecessarily where it is.
Paul: Many things slow down traffic—do you feel you need to do something about all them?
John: No, but this was my fault.
Paul: Was it really? Were you the direct cause of your car breaking down?
John: Are you going to help me move this damn car or not?!
"
fallacy of relevance,"Service Tech: Your car could use some new tires.
Bart: You have a financial interest in selling me tires, why should I trust you?
Service Tech: You brought your car to me to have it checked, sir.
Bart: I brought my car to the shop where you work.
Service Tech: So should we forget about the new tires for now?
Bart: I never suggested that.  Are you trying to use reverse psychology on me, so I will buy the tires?
"
fallacy of relevance,"Jay: Dude, where are my car keys?
Silent Bob: (says nothing)
Jay: I KNEW you took them!
"
fallacy of relevance,"Morris: Oh youthful spirit, you have so much to learn.  I know for a fact that there are multiple dimensions that beings occupy.
Clifton: How can you possibly *know* that for a fact?
Morris: (raises one eyebrow, stares deeply into the eyes of Clifton and says nothing)
Clifton: Wow. You convinced me!
"
fallacy of relevance,Be happy with the 1972 Chevy Nova you drive.  There are many people in this country who don’t even have a car.
fallacy of relevance,"Son: I am so excited!  I got an “A” on my physics exam!
Dad:  Why not an “A+”?  This means that you answered something incorrectly.  That is not acceptable!
"
fallacy of credibility,"You ask your mother if you can go to the mall with your friends. She says ""no"". You ask why? She says, ""because I'm the mom and I say so"". This is an example of which logical fallacy?"
fallacy of credibility,"Famous actors like Alex Gonzaga and Philip Salvador support Oplan Tokhang, so it must be an effective operation."
fallacy of credibility,We should move to the Midwest because Mujtaba from the Wall Street Journal says the cost of living is cheaper there.
fallacy of credibility,"“We should abolish the death penalty. Many respected people, such as Imran Kader, have publicly stated their opposition to it.”"
fallacy of credibility,"Since Dwayne Johnson (aka The Rock) endorsed this protein powder, it must work wonders."
fallacy of credibility,"“Richard Dawkins, an evolutionary biologist and perhaps the foremost expert in the field, says that evolution is true. Therefore, I believe it's true.”"
fallacy of credibility,“four out of five dentists agree that brushing your teeth makes your life meaningful”
fallacy of credibility,"""Stephen Hawking in the smartest scientist on the planet, so if he says global warming is real, it must be true!"""
fallacy of credibility,“Police officers agree that Blackjack Steering Wheel Locks are the most effective deterrent against car theft.”
fallacy of credibility,"Richard Dawkins, an evolutionary biologist and perhaps the foremost expert in the field, says that evolution is true. Therefore, it's true."
fallacy of credibility,"A book argues that global warming is not actually happening, and cites the research of one environmental scientist who has been studying climate change for several years."
fallacy of credibility,A little boy says that his friends should not go swimming in a river because his Mama said there were germs in the river.
fallacy of credibility,"My sister-in-law, who is a teacher, said that this school is not somewhere that I would want to send my children."
fallacy of credibility,"Look, it doesn't matter whether or not you think America should build a wall on the border. The President thinks America should do it, so it's a good idea."
fallacy of credibility,"Lebron James, one of the most decorated basketball players of all time, says you need to eat breakfast so you need to eat breakfast"
fallacy of credibility,"Ms. Drayer, the smartest person in the universe, says the debate is the best class, therefore it is."
fallacy of credibility,We should abolish the death penalty. Even Taylor Swift is opposed to it.
fallacy of credibility,"An ad claims that 3 out of 4 real estate agents reccommend moving to Sunnyville, California."
fallacy of credibility,Invoke shared values and principles. They call upon the audience’s sense of right and wrong.
fallacy of credibility,"I saw Ashton Kutcher in a commercial for male skin care. He's looking good for his age, so I'm willing to try the product. He must know what he's talking about."
fallacy of credibility,"You said that because an authority thinks something, it must therefore be true."
fallacy of credibility,An attempt to gain a customer’s trust in an advertisement is referred to as
fallacy of credibility,The speaker or writer appeals to the audience's trust by establishing his credibility or trustworthiness as a writer or speaker?
fallacy of credibility,Skipping looking for a second opinion or evidence and just asking one doctor is what fallacy?
fallacy of credibility,"""My three decades of experience in public service, my tireless commitment to the people of this community, and my willingness to reach across the aisle and cooperate with the opposition, make me the ideal candidate for your mayor.""  Which appeal is the primary appeal used in this quote?"
fallacy of credibility,"""I will end this war in Iraq responsibly, and finish the fight against al Qaeda and the Taliban in Afghanistan. I will rebuild our military to meet future conflicts. But I will also renew the tough, direct diplomacy that can prevent Iran from obtaining nuclear weapons and curb Russian aggression. I will build new partnerships to defeat the threats of the 21st century: terrorism and nuclear proliferation; poverty and genocide; climate change and disease. And I will restore our moral standing, so that America is once again that last, best hope for all who are called to the cause of freedom, who long for lives of peace, and who yearn for a better future.""  Which appeal is the primary appeal used in this quote?"
fallacy of credibility,"To justify support for a position by citing an esteemed or well-known figure who supports it.

Para justificar el apoyo a una posición citando a una figura estimada o conocida que lo apoya."
fallacy of credibility,"Ross Geller, an evolutionary biologist and perhaps the foremost expert in the field, says that evolution is true. Therefore, it's true."
fallacy of credibility,We are not weak if we make a proper use of those means which the God of nature hath placed in our power.
fallacy of credibility,Give me liberty or give me death
fallacy of credibility,A commercial claims that a specific brand of cereal is the best way to start the day because athlete Michael Jordan says that it is what he eats every day for breakfast.
fallacy of credibility,"""If my years as a Marine taught me anything, it's that caution is the best policy in this sort of situation.""?"
fallacy of credibility,"""You know me - I've taught Sunday School at your church for years, babysat your children, and served as a playground director for many summers - so you know I can run your preschool.""?"
fallacy of credibility,We should abolish the death penalty. Even Judge Judy is opposed to it.
fallacy of credibility,"""Dra. Vicky Belo said that all kind of cars need fuel to start.""

What fallacy is being committed in the sentence above?"
fallacy of credibility,"I have served over 20 years in the military, and based on my professional opinion, I believe more money needs to be spent on protective armor and military vehicles."
fallacy of credibility,"As a police officer who has worked for the city for 15 years, I have been a witness to distracted drivers and something needs to be done."
fallacy of credibility,"My friend said that if you sneeze more than three times, you have the corona virus."
fallacy of credibility,"Despite the fact that our Q4 numbers are much lower than usual, we should push forward using the same strategy because our CEO Barbara says this is the best approach."
fallacy of credibility,"Dr. McKenzie said all kids can fly, so it must be true!"
fallacy of credibility,SM 10: Local talk show host saying we are on the verge of a nuclear war leading to sitting in a basement for months.
fallacy of credibility,"""We should abolish the death penalty. Many respected people, such as actor, Chewbacca, have publicly stated their opposition to it."""
fallacy of credibility,"In the debate at Harvard, one of the Harvard team’s debaters rebutted Samantha Booke’s argument that Henry David Thoreau, a Harvard graduate, proposed civil disobedience as a means to protest unjust laws. The Harvard debater rebutted her by saying, “Thoreau could never know that Adolph Hitler would agree with him.” A BETTER rebuttal would have been to…"
fallacy of credibility,"The claim that because somebody famous supports an idea, the idea must be right. This fallacy is often used in advertising."
fallacy of credibility,You use support from someone who is a trustworthy expert.
fallacy of credibility,Which type of appeal is used in the following phrases from the Declaration of Independence: “appealing to the Supreme Judge of the world” and “with a firm reliance on the protection of divine providence”?
fallacy of credibility,"In a study designed by a famous academic to test the effects of pleasant imagery on motivation, employees were shown images of baby animals and beautiful nature scenes for their first five minutes at work.

Amazingly, results showed a 10 percent leap in profits in the first quarter and record earnings over the course of a year. So, showing employees pleasant images is a great way to increase their motivation and improve productivity"
fallacy of credibility,"“I admire the president for being a good role model.” REPLY: “But the New York Times says he’s a lousy role model, so you’re wrong.”"
fallacy of credibility,“The purpose of the Cadet Program is to prepare youth for Air Force Basic Military Training.” REPLY: “This is true because I heard it from the Wing Commander.”
fallacy of credibility,"Hi, I’m Troy McClure. You might remember me from such films as The Day the Peacock Died. After filming scenes with feathered co-stars all day, there’s nothing I enjoy more than a bucket of Buster’s Chicken. It’s chickentastic!"
fallacy of credibility,Not able to defend his position that evolution 'isn't true' Bob says that he knows a scientist who also questions evolution (and presumably isn't a primate).
fallacy of credibility,We should move to the midwest because the Wall Street Journal says the cost of living is cheaper there.
fallacy of credibility,Albert Einstein was extremely impressed with this theory.
fallacy of credibility,"How do I know the adult film industry is the third largest industry in the United States? Derek Shlongmiester, the adult film star of over 50 years, said it was. That's how I know."
fallacy of credibility,"My professor, who has a Ph.D. in Astronomy, once told me that ghosts are real. Therefore, ghosts are real."
fallacy of credibility,"I saw Ashton Kutcher in a prescription drug commercial, therefore it has to be an effective drug."
fallacy of credibility,Because doctors smoke it must be a healthy choice.
fallacy of credibility,"Animals tread softly upon the earth without shoes, so all other living beings should follow suit."
fallacy of credibility,Beyond Meat burgers are healthy for us because they do not have any meat in them.
fallacy of credibility,Our competitors use unhealthy sugar substitutes and artificial sweeteners. But Rev-Up Energy Drink contains one hundred percent real cane sugar to fuel your body better.
fallacy of credibility,"This herbal supplement is made from a plant that grows in Zambia. It must be healthier than taking that medication, which is full of chemicals I can't pronounce."
fallacy of credibility,"Christina's shoes are superior, because they're made from one hundred percent snakeskin, not synthetic materials."
fallacy of credibility,"The medicine man rolled into town on his bandwagon offering various natural remedies, such as very special plain water. He said that it was only natural that people should be wary of 'artificial' medicines such as antibiotics."
fallacy of credibility,"I shop at Natural Happy Sunshine Store (NHSS), which is much better than your grocery store because at NHSS everything is natural including the 38-year-old store manager’s long gray hair and saggy breasts."
fallacy of credibility,"Cocaine is all natural; therefore, it is good for you."
fallacy of credibility,Students never used to have cell phones so they don't need them now.
fallacy of credibility,"Everyone in our family has gone to the University of Tennessee, so you need to apply to UT."
fallacy of credibility,"Argues that ""we've always done it that way."" In other words, because something worked in the past, it is the correct thing to do."
fallacy of credibility,"'Our family has always been farmers, so we should always be farmers'' is an example of which logical fallacy?"
fallacy of credibility,"We're going to celebrate New Year's Eve this way because that's how we've always done it.
This is an example of ..."
fallacy of credibility,"Marriage has traditionally been between a man and a woman; therefore, gay marriage should not be allowed."
fallacy of credibility,Of course we should buy an Apple computer whenever we need a new computer. We have been buying Apple as far back as anyone can remember!
fallacy of credibility,"If we allow cadets to apply for encampment online, we’d save everyone lots of headaches. REPLY: No. We’ve always made cadets apply using a paper form."
fallacy of credibility,"We should offer movies on our company’s website. REPLY: No, we’ve built our company’s fortune by renting movies only through our stores."
fallacy of credibility,"I am committed to preserving traditional marriage, the union of one man and one woman."
fallacy of credibility,"Dave: For five generations, the men in our family went to Stanford and became doctors, while the women got married and raised children.  Therefore, it is my duty to become a doctor.
Kaitlin: Do you want to become a doctor?
Dave: It doesn’t matter -- it is our family tradition.  Who am I to break it?
"
fallacy of credibility,"X has been around for years now.
Y is new.
Therefore, Y is better than X."
fallacy of credibility,Two words: New Coke.
fallacy of credibility,"Bill: Hey, did you hear we have a new operating system out now?  It is better than anything else out there because we just released it!
Steve: What’s it called?
Bill: Windows Vista!
Steve: Sounds wonderful!  I can’t wait until all of your users install it on all their computers!
"
fallacy of credibility,someone who is poor is more credible than someone who is rich?
fallacy of credibility,If I made a reference to a monk I would most likely be utilizing...
fallacy of credibility,"Which fallacy literally means ""He did it himself?"""
fallacy of credibility,"I have been around the block many times, and I have had my share of success.  So believe me when I tell you that there is no better hobby than cat-juggling."
fallacy of credibility,"I hold a doctorate in theology, have written 12 books, and personally met the Pope.  Therefore, when I say that Jesus’ favorite snack was raisins dipped in wine, you should believe me."
fallacy of credibility,There is no intervention for victims of domestic violence that has more empirical support from controlled studies than this one. It is clear that this is the right way to address this problem and we should all be providing this therapy whenever victims of domestic violence come to us for help.
fallacy of credibility,"  Homosexuality is / ought to be morally wrong (moral property) because it is not normal (natural property).
or
Homosexuality is not normal (natural property); therefore, it is / ought to be morally wrong (moral property)."
fallacy of credibility,"Nature gives people diseases and sickness; therefore, it is morally wrong to interfere with nature and treat sick people with medicine."
fallacy of credibility,Why doesn't Tim get a real job like normal people instead of trying to launch that Internet business from home?
fallacy of credibility,"You should eat more green leafy vegetables, because Ms. Lord says so, and she is an expert on grammar and vocabulary."
fallacy of credibility,Studies show it takes up to seven years for the human body to digest a piece of gum.
fallacy of credibility,"My cousin Bob works as a mechanic at Oil Changers and he says that renewable energy sources, such as solar and wind power, aren't going to provide any help in fixing our nation's energy crisis."
fallacy of credibility,There is definitely a link between autism and the vaccines given to toddlers. I know this because a Wikipedia entry mentioned numerous studies that found this to be true.
fallacy of credibility,"Michael Jordan wears Hanes underwear, so you should too!"
fallacy of credibility,Appeals to an authority that has little to nothing to do with the argument
fallacy of credibility,Studies show that it takes up to seven years for the human body to digest a piece of gum.
fallacy of credibility,There is definitely a link between dementia and drinking energy drinks. I read about it on Wikipedia.
fallacy of credibility,Presenting an unqualified person or institution as a source of credible information.
fallacy of credibility,"The owner of the car dealership by my house told me I need a new car, and he would know since he works in the industry."
fallacy of credibility,"""We're going to protest and not get in trouble because Mr. Iglesias said it's okay."""
fallacy of credibility,"""My dad is a mechanic and he says that eating brushing your teeth twice a day is good for you. Since he is a mechanic, he knows best."""
fallacy of credibility,Asking a respected scientist to weigh in on matters of economics is what fallacy?
fallacy of credibility,My father told me that the sky is green. So it must be the truth.
fallacy of credibility,My uncle is a mechanic and he says you shouldn't spank children. He says it's ineffective.
fallacy of credibility,"I think scientists are wrong. There is no such thing as global warming. I just finished talking to my boss, and he thought the idea was ridiculous."
fallacy of credibility,"I don’t care what scientists say, my mother always told me that the world is flat, and she would never lie to me!"
fallacy of credibility,"Coke is not as healthy for you as Pepsi. Besides, Britney Spears drinks Pepsi, so it must be healthier than Coke."
fallacy of credibility,"""My brother's girlfriend's Mother's hairdresser said that COVID numbers are going down, so I'm not going to bother with my mask"" IS an example of this fallacy."
fallacy of credibility,"I'm not a doctor, but I play one on the hit series, ""Bimbos and Studmuffins in the OR."" You can take it from me that when you need a safe and effective pain killer, there is nothing better then MorphiPill 2000. That is my professional medical opinion."
fallacy of credibility,"""The logic teacher was hired to fill the new computer animation class. He is a great admirer of Pixar's work and will do a great job."""
fallacy of credibility,"""The art teacher spoke in the trial as a witness in support of testing perfumes on animals, and he persuaded me."""
fallacy of credibility,"""My best friend tweeted about the health benefits of pizza, and so we're going to out to eat two vegetable pizzas tonight."""
fallacy of credibility,"My neighbor told me that the position of the sun, moon, and stars decide our personalities. I believe her because she is a famous violin player."
fallacy of credibility,"Aaron Rodgers says you should get State Farm Insurance on your home, car, motorcycle, or trailer!"
fallacy of credibility,"I’m not a doctor, but I play a doctor on TV, and I wouldn’t dream of using anything but Tylenol for my toughest headaches. "
fallacy of credibility,"U.S. Sen. Tom Coburn says that lesbianism is rampant in the Oklahoma schools. This must, indeed, be true, because surely the senator couldn't be mistaken about the schools in his own state."
intentional,"Your friend says, ""You can't prove that space aliens don't exist, so they must be real"". This is an example of which logical fallacy?"
intentional,"There is no concrete proof that Duterte himself is corrupt; therefore, he is an honest politician."
intentional,"Falsely requiring an opponent to “disprove” instead
of you “proving” your argument"
intentional,"I know nothing about Tank Johnson except that he has a criminal record as long as your leg, but I’ll bet he’s really just misunderstood"
intentional,We have no evidence that the Illuminati ever existed. They must have been so clever they destroyed all the evidence
intentional,"Ricky is watching television when he sees a commercial for foot cream. The commercial announcer says, ""This is the best foot cream on the market because no other foot cream makers have been able to prove otherwise!"" What fallacy has the announcer committed?"
intentional,"We don't know for sure that phones lower students' success levels, so there's no need to ban them."
intentional,This fallacy isn’t proof of anything except that you don’t know something.
intentional,"“No one has ever been able to prove definitively that extra-terrestrials exist, so they must not be real.”"
intentional,"Since the class is not asking any further questions, then that means that they are all ready for the test."
intentional,"Your friend says, ""You can't prove that space aliens don't exist, so they must be real."" This is an example of which logical fallacy?"
intentional,"""Your Honor, the defendant has been able to provide no strong evidence to prove his innocence; therefore, you must find him guilty."""
intentional,"Bill: ""I think that some people have psychic powers."" 
Jill: ""What is your proof?"" 
Bill: ""No one has been able to prove that people do not have psychic powers."""
intentional,"Although we have proven that the moon is not made of short ribs, we have not proven that its core cannot be filled with them; therefore, the moon’s core is filled with short ribs."
intentional,The Tooth Fairy is real because nobody has proven she doesn't exist.' This is an example of which fallacy?
intentional,We believe on what we believe in.
intentional,"ghosts must exist, because nobody has been able to prove that they don't is an example of"
intentional,"""Trump won't release his tax returns and prove he's clean, therefore he must have something to hide."""
intentional,"Saying that the burden of proof lies not with the person making the claim, but with someone else to disprove."
intentional,"""If you believe that I am wrong, prove to me that I am."""
intentional,I've never been hit by lightening when standing under a tree so we'll be perfectly safe to shelter by this oak now.
intentional,"Although we have proven that the moon is not made of spare ribs, we have not proven that its core cannot be filled with them; therefore, the moon’s core is filled with spare ribs.

X is true because you cannot prove that X is false.
X is false because you cannot prove that X is true."
intentional,"""You can't prove that mermaids actually don't exist and therefore it's reasonable to say that they do"" IS an example of this fallacy."
intentional,"""The university committee for student discipline investigated all engineering tests for the past five years, and they found no evidence of cheating. We thus declare that no cheating has taken place during those five years."""
intentional,4 percent of Americans believe that lizard people control politics.
intentional,"Bertrand declares that a teapot is, at this very moment, in orbit around the Sun between the Earth and Mars, and that because no one can prove him wrong, his claim is therefore a valid one."
intentional,"In the 6 years that I have been practicing my new and improved brand of cognitive-humanistic-dynamic-behavioral-deconstructive-metaregressive-deontological psychotherapy (now with biofeedback!), which I developed, there has not been one published study showing that it fails to work or that it has ever harmed a patient. It is clearly one of the safest and most effective interventions ever devised."
intentional,"You can’t prove your candidate will win, so I assume he won’t"
intentional,"In the four years that I have been marketing my new and improved brand of past-life regressive biocognitive astral-projective hyperaffective-hypnotic-teleological-metatherapy (buy ten sessions and the next one is free!), not one person has proved it is worthless or that I am unethical for providing a therapy I just made up one day when I realized that no one was referring clients to me anymore. That makes clear what a worthwhile therapy this is and how exceptionally ethical I am to provide it."
intentional,"Jack: I have tiny, invisible unicorns living in my anus.

Nick: How do you figure?

Jack: Can you prove that I don't?

Nick: No.

Jack: Then I do."
intentional,"Audrey: I am a human being. I am not a cyborg from the future here to destroy humanity.

Fred: Prove that you are human! Cyborgs don't pass out when they lose a lot of blood. Here's a knife.

Audrey: Get to bed, Freddie. And no more SYFY channel before bed!"
intentional,"Although we have proven that the moon is not made of spare ribs, we have not proven that its core cannot be filled with them; therefore, the moon’s core is filled with spare ribs."
intentional,"To this very day (at the time of this writing), science has been unable to create life from non-life; therefore, life must be a result of divine intervention."
intentional,"Jack: I have tiny, invisible unicorns living in my anus.
Nick: How do you figure?
Jack: Can you prove that I don't?
Nick: No.
Jack: Then I do.
"
intentional,"Audrey: I am a human being. I am not a cyborg from the future here to destroy humanity.
Fred: Prove that you are human! Cyborgs don't pass out when they lose a lot of blood. Here's a knife.
Audrey: Get to bed, Freddie. And no more SYFY channel before bed!
"
intentional,"Barbara believes the marketing agency's office is haunted. The cleaning crew once said they heard a other-worldly noise late at night. Since no one could prove that it wasn't a ghost, the office must be haunted."
intentional,"SuperCyberDate.con determined that Sally and Billy are a great match because they both like pizza, movies, junk food, Janet Jackson, and vote republican. What SuperCyberDate.con did not take into consideration were the 245 other likes and dislikes that were very different for both Sally and Billy—such as the fact that Billy is gay"
intentional,"The makers of Sugarette Candy Drinks point to research showing that of the five countries where Sugarette drinks sell the most units, three of them are in the top ten healthiest countries on Earth, therefore Sugarette drinks are healthy."
intentional,"The “prophet” Nostradamus wrote about 500 years ago:

Beasts wild with hunger will cross the rivers,
The greater part of the battle will be against Hister.
He will cause great men to be dragged in a cage of iron,
When the son of Germany obeys no law.

Surely he must have had some vision of Hitler!"
intentional,"SuperCyberDate.con determined that Sally and Billy are a great match because they both like pizza, movies, junk food, Janet Jackson, and vote republican."
intentional,What is The Texas Sharpshooter?
intentional,"Fish are the easiest pets to keep; they are inexpensive and require no maintenance at all. Plus, they are really pretty and soothing to watch."
intentional,"4 out of 5 dentists recommend this toothpaste! (only 5 were asked. Out of 1000 asked, only 20% recommend it)"
intentional,the best money can buy…  (Don’t mention it’s expensive and often needs repair.)
intentional,A woman decides to visit a certain doctor after only asking advice on the best doctors from ONE friend.
intentional,"Only asking 5 people their opinion about Christian Heritage and saying their opinions are the ""majority"" of people."
intentional,If you buy the Disney annual pass you will save money when visiting the happiest place on Earth!
intentional,A recent study found that there are plenty of scientists who disagree with the consensus position on this phenomenon.
intentional,The Windmill debate- Snowball promises that the Windmill will mean less work and better living conditions. Napoleon says that it's just unnecessary and will be more work.
intentional,"My political candidate gives 10% of his income to the needy, goes to church every Sunday, and volunteers one day a week at a homeless shelter. Therefore, he is honest and morally straight.
Explanation: What information was left out of the example is that this same candidate gives 10% of his income to needy prostitutes in exchange for services, goes to the bar every Sunday after church (and sometimes before), and only works at the homeless shelter to get clients for his drug dealing business."
intentional,"""Good source of Vitamin D""...*doesn't mention the terrible amounts of sugar."
intentional,Kerry’s plan will raise taxes by at least $900 billion his first hundred days.
intentional,"President Clinton being a moral man, being married and loving his daughter; talking about the Bible; going to church"
intentional,"Employer: It says here on your resume that you are a hard worker, you pay attention to detail, and you don’t mind working long hours.
Andy: Yes sir.
Employer: I spoke to your previous employer.  He says that you constantly change things that should not be changed, you could care less about other people’s privacy, and you had the lowest score in customer relations.
Andy: Yes, that is all true, as well.
Employer: Great then.  Welcome to our social media team!
"
intentional,"My political candidate gives 10% of his income to the needy, goes to church every Sunday, and volunteers one day a week at a homeless shelter.  Therefore, he is honest and morally straight."
